Time,T01_TEMP,T01_Wh,T02_TEMP,T02_Wh,T03_TEMP,T03_Wh,T04_TEMP,T04_Wh,T05_TEMP,T05_Wh,T06_TEMP,T06_Wh,T07_TEMP,T07_Wh,T08_TEMP,T08_Wh,T09_TEMP,T09_Wh,Text,GHI
2019-04-02 19:45:00,20.61,900,20.937,1000,19.913,4,20.127,344,20.213,8,20.72,256,20.338,260,20.489,252,20.006,4,1.593427053,0.0
2019-04-02 20:00:00,20.635,904,20.972,1000,19.955,72,20.191,352,20.267,8,20.625,256,20.362,268,20.539,236,19.892,0,1.999475362,0.0
2019-04-02 20:15:00,20.679,896,20.952,988,20.136,48,20.183,312,20.281,8,20.614,252,20.282,264,20.491,240,19.923,4,1.733790385,0.0
2019-04-02 20:30:00,20.681,884,20.944,980,20.207,0,20.253,284,20.408,8,20.675,248,20.357,252,20.444,240,20.107,0,1.108001449,0.0
2019-04-02 20:45:00,20.644,884,20.922,984,19.954,56,20.208,348,20.301,8,20.771,256,20.308,256,20.51,240,20.119,4,0.662708654,0.0
2019-04-02 21:00:00,20.65,872,20.958,980,20.179,72,20.214,352,20.3,8,20.568,236,20.263,252,20.492,228,20.091,0,0.331688406,0.0
2019-04-02 21:15:00,20.697,856,20.95,968,20.172,20,20.211,344,20.29,8,20.405,228,20.285,248,20.489,228,20.044,4,0.063867308,0.0
2019-04-02 21:30:00,20.672,852,20.948,952,20.13,0,20.243,268,20.255,8,20.348,236,20.242,248,20.49,232,20.107,0,-0.077423671,0.0
2019-04-02 21:45:00,20.64,828,20.933,948,20.044,16,20.29,252,20.368,8,20.615,232,20.271,252,20.485,232,20.025,4,-0.117770192,0.0
2019-04-02 22:00:00,20.643,0,20.896,0,20.072,4,20.239,8,20.303,8,20.458,4,20.203,4,20.412,0,20.102,0,-0.095232212,0.0
2019-04-02 22:15:00,19.758,0,20.196,0,19.731,4,20.046,4,20.029,8,19.826,4,19.819,4,20.116,4,19.961,4,-0.187670283,0.0
2019-04-02 22:30:00,19.334,0,19.814,0,19.596,0,19.854,4,19.957,8,19.147,0,19.612,0,19.836,0,19.861,0,-0.278379147,0.0
2019-04-02 22:45:00,19.083,0,19.585,4,19.536,4,19.701,4,19.964,8,19.302,4,19.452,4,19.676,4,19.769,4,-0.33005,0.0
2019-04-02 23:00:00,18.873,0,19.368,0,19.413,0,19.607,4,19.735,12,19.037,0,19.342,0,19.551,0,19.667,0,-0.367331754,0.0
2019-04-02 23:15:00,18.633,4,19.144,0,19.26,0,19.467,4,19.617,8,18.942,4,19.235,4,19.363,0,19.633,4,-0.359309953,0.0
2019-04-02 23:30:00,18.485,0,18.95,4,19.218,4,19.351,4,19.553,8,19.077,0,19.131,0,19.276,4,19.49,0,-0.364686792,0.0
2019-04-02 23:45:00,18.314,0,18.781,0,19.067,0,19.266,4,19.468,8,18.655,4,19.002,0,19.152,0,19.371,4,-0.417820379,0.0
2019-04-03 00:00:00,18.181,0,18.614,0,18.997,4,19.11,0,19.57,8,18.915,0,18.903,4,19.102,4,19.319,0,-0.511201887,0.0
2019-04-03 00:15:00,18.048,0,18.476,0,18.863,0,19.006,4,19.335,8,18.602,4,18.831,0,18.978,0,19.261,4,-0.616720853,0.0
2019-04-03 00:30:00,17.927,0,18.331,4,18.788,4,18.924,4,19.226,8,19.093,0,18.706,4,18.839,4,19.112,0,-0.708803791,0.0
2019-04-03 00:45:00,17.779,0,18.222,0,18.664,0,18.826,4,19.134,8,18.324,4,18.577,0,18.752,0,19.057,4,-0.798453774,0.0
2019-04-03 01:00:00,17.666,0,18.082,0,18.656,4,18.698,4,19.175,8,18.414,0,18.495,4,18.64,4,18.99,0,-0.894618483,0.0
2019-04-03 01:15:00,17.536,4,17.964,4,18.539,0,18.635,4,19.034,12,18.556,4,18.418,0,18.536,0,18.873,4,-0.936438208,0.0
2019-04-03 01:30:00,17.456,0,17.838,0,18.343,4,18.542,4,18.889,8,18.27,0,18.315,4,18.504,4,18.804,0,-0.915427488,0.0
2019-04-03 01:45:00,17.392,0,17.785,0,18.305,0,18.406,4,18.782,8,18.089,4,18.232,0,18.357,0,18.768,4,-0.857107547,0.0
2019-04-03 02:00:00,17.273,36,17.654,0,18.213,0,18.331,4,18.7,8,18.01,0,18.135,0,18.31,4,18.681,0,-0.563929384,0.0
2019-04-03 02:15:00,17.303,136,17.63,4,18.181,4,18.204,4,18.728,8,17.933,4,18.056,4,18.172,0,18.575,4,-0.536341981,0.0
2019-04-03 02:30:00,17.334,192,17.524,0,18.088,0,18.176,4,18.592,8,17.842,0,17.975,0,18.145,4,18.528,0,-0.690834597,0.0
2019-04-03 02:45:00,17.33,304,17.508,0,17.983,4,18.091,4,18.482,8,17.805,4,17.894,4,18.066,0,18.44,4,-0.867041232,0.0
2019-04-03 03:00:00,17.377,392,17.508,0,17.858,0,17.977,4,18.343,8,17.647,4,17.809,0,17.952,4,18.39,0,-0.948010849,0.0
2019-04-03 03:15:00,17.463,456,17.488,4,17.799,4,17.873,4,18.282,12,17.585,0,17.703,4,17.858,0,18.288,4,-0.980220379,0.0
2019-04-03 03:30:00,17.485,468,17.443,60,17.772,0,17.833,4,18.318,8,17.528,4,17.622,0,17.787,4,18.18,0,-0.993067453,0.0
2019-04-03 03:45:00,17.535,456,17.451,80,17.685,4,17.751,4,18.194,8,17.411,0,17.512,4,17.711,0,18.134,4,-0.921598104,0.0
2019-04-03 04:00:00,17.548,452,17.472,160,17.511,0,17.625,4,18.053,8,17.373,4,17.454,0,17.639,4,18.067,0,-0.838589623,0.0
2019-04-03 04:15:00,17.575,428,17.524,180,17.454,4,17.547,4,17.998,8,17.271,0,17.335,0,17.512,0,17.908,4,-0.724625118,0.0
2019-04-03 04:30:00,17.568,412,17.519,216,17.387,0,17.475,4,17.908,8,17.153,4,17.259,48,17.475,20,17.862,0,-0.357715166,0.0
2019-04-03 04:45:00,17.561,408,17.546,236,17.389,4,17.419,4,17.931,8,17.132,0,17.245,152,17.422,68,17.766,4,-0.459405213,0.0
2019-04-03 05:00:00,17.549,408,17.578,292,17.303,0,17.343,40,17.842,8,17.07,36,17.237,176,17.416,92,17.785,0,-0.855589573,0.0
2019-04-03 05:15:00,17.554,384,17.623,328,17.247,0,17.325,120,17.761,8,17.175,64,17.318,188,17.397,132,17.761,4,-0.641749763,0.0
2019-04-03 05:30:00,17.527,1976,17.63,1868,17.274,1396,17.34,1156,17.773,1668,17.176,948,17.371,1176,17.459,1160,17.762,1028,-0.529274882,0.0
2019-04-03 05:45:00,18.801,2000,18.607,1892,20.156,960,18.828,680,19.453,1548,20.7,728,20.188,968,20.09,744,19.891,468,-1.283737379,0.074979134
2019-04-03 06:00:00,19.596,2012,19.276,1904,20.493,724,19.391,472,19.979,1480,20.983,552,20.405,812,20.179,568,19.889,356,-1.712260099,12.11955053
2019-04-03 06:15:00,20.179,2020,19.859,1912,20.703,488,19.591,408,20.464,868,21.087,472,20.479,704,20.415,504,20.056,236,-1.84943399,29.77768118
2019-04-03 06:30:00,20.594,8,20.242,12,20.518,8,19.77,12,20.592,16,20.996,8,20.573,16,20.491,0,20.024,8,-1.80370597,54.09346172
2019-04-03 06:45:00,19.079,4,19.261,0,19.379,4,19.261,4,19.6,8,19.313,0,19.399,0,19.539,4,19.633,0,-1.441108491,86.4070015
2019-04-03 07:00:00,18.582,0,18.899,0,18.965,0,19.031,4,19.302,8,18.872,4,18.98,4,19.199,4,19.394,4,-0.619596226,97.31390077
2019-04-03 07:15:00,18.237,0,18.619,4,18.912,4,18.894,4,19.244,8,18.611,4,18.766,0,18.963,0,19.192,0,0.385321801,125.1017099
2019-04-03 07:30:00,18.006,0,18.395,0,18.79,0,18.9,4,19.04,8,18.476,0,18.663,4,18.79,4,19.086,4,1.192935377,175.4952641
2019-04-03 07:45:00,17.843,4,18.202,0,18.686,4,18.807,4,18.917,8,18.334,4,18.519,0,18.666,0,18.949,4,1.672084834,191.5240426
2019-04-03 08:00:00,17.702,116,18.113,4,18.693,4,18.78,4,18.851,8,18.224,4,18.393,4,18.58,4,18.848,0,2.009404739,238.4305364
2019-04-03 08:15:00,17.822,168,18.043,0,18.634,0,18.708,4,18.853,8,18.131,0,18.261,4,18.495,4,18.829,4,2.446943396,291.6152066
2019-04-03 08:30:00,17.788,288,17.948,36,18.706,4,18.697,8,18.972,12,18.081,4,18.253,0,18.396,0,18.831,4,2.776426066,266.7167089
2019-04-03 08:45:00,17.823,380,17.97,132,18.836,0,18.797,4,18.752,8,17.896,4,18.196,4,18.415,4,18.764,0,3.063829858,393.5622831
2019-04-03 09:00:00,17.888,404,17.991,176,19.106,4,18.897,4,18.784,8,17.869,0,18.127,0,18.297,4,18.7,4,3.581157143,557.4486721
2019-04-03 09:15:00,17.948,412,17.99,168,19.269,4,18.974,4,18.814,8,17.914,4,18.133,4,18.347,0,18.741,4,4.390109091,599.1716255
2019-04-03 09:30:00,18.039,400,18.051,164,19.17,0,18.936,4,18.889,8,17.913,4,18.137,4,18.297,4,18.695,0,5.18773619,614.2921075
2019-04-03 09:45:00,18.023,380,18.018,164,18.983,4,18.887,4,18.847,8,17.962,4,18.124,0,18.304,4,18.786,4,5.578895755,323.9796982
2019-04-03 10:00:00,18.05,116,18.041,136,18.975,0,18.987,8,18.748,8,17.924,0,18.165,4,18.347,0,18.733,4,5.735825714,393.9361978
2019-04-03 10:15:00,17.741,36,17.948,272,19.109,4,19.119,4,18.826,8,18.035,4,18.217,0,18.345,4,18.857,0,6.236767299,511.1085093
2019-04-03 10:30:00,17.67,112,18.041,300,19.252,4,19.169,4,18.844,12,18.053,4,18.195,4,18.451,0,18.872,4,6.782779524,495.3965095
2019-04-03 10:45:00,17.766,120,18.017,296,19.084,0,18.99,4,18.917,8,18.031,0,18.25,0,18.358,4,18.889,0,6.838593839,419.8239585
2019-04-03 11:00:00,17.791,48,18.062,292,19.509,4,19.163,4,18.941,8,18.188,4,18.307,4,18.557,4,19.079,4,6.850552381,692.9785552
2019-04-03 11:15:00,17.735,144,18.077,292,19.496,0,19.196,8,18.964,8,18.275,4,18.398,4,18.616,0,19.037,4,7.88348066,715.6057689
2019-04-03 11:30:00,17.76,156,18.09,256,19.193,4,19.129,4,18.87,8,18.112,0,18.323,0,18.449,4,18.891,0,7.366082629,268.3514633
2019-04-03 11:45:00,17.733,268,18.097,240,18.87,4,18.971,4,18.765,8,17.946,4,18.15,4,18.238,4,18.73,4,6.367404695,116.5101829
2019-04-03 12:00:00,17.775,300,18.117,228,18.849,0,18.829,4,18.792,12,17.918,4,18.12,0,18.25,0,18.666,4,5.290172642,117.301251
2019-04-03 12:15:00,17.862,276,18.11,224,18.807,4,18.854,4,18.699,8,17.895,0,18.119,4,18.279,4,18.722,0,4.752945755,148.5770205
2019-04-03 12:30:00,17.832,268,18.061,204,18.99,0,18.956,8,18.651,8,17.829,4,18.102,0,18.402,0,18.791,4,5.179956808,327.1904268
2019-04-03 12:45:00,17.854,336,18.054,180,19.084,4,18.84,4,18.799,8,18.041,4,18.201,4,18.321,4,18.99,4,6.189163981,557.9065796
2019-04-03 13:00:00,17.886,396,18.076,136,18.954,0,18.831,4,18.73,8,17.802,0,18.171,0,18.343,4,18.813,0,6.185147418,224.061686
2019-04-03 13:15:00,17.95,428,18.051,128,19.226,4,18.926,4,18.913,8,17.765,4,18.201,4,18.439,0,18.931,4,6.169314286,441.928985
2019-04-03 13:30:00,17.994,424,18.046,92,19.123,4,18.923,4,18.845,8,18.398,4,18.238,4,18.484,4,18.981,0,6.872537736,343.5280364
2019-04-03 13:45:00,18.006,416,18.011,116,19.216,0,18.982,8,18.874,12,18.557,0,18.225,0,18.432,4,18.917,4,6.887051905,440.3779616
2019-04-03 14:00:00,18.04,404,18.028,136,18.928,4,18.869,4,18.753,8,17.372,4,18.174,4,18.319,0,18.875,4,6.383362441,146.3401408
2019-04-03 14:15:00,17.976,396,17.971,148,19.003,0,18.824,4,18.725,8,17.572,4,18.182,0,18.431,4,18.888,0,4.842570755,302.618904
2019-04-03 14:30:00,18.026,372,18.006,148,19.002,4,18.864,4,18.879,8,17.615,0,18.183,4,18.362,0,18.913,4,4.932379907,246.6726097
2019-04-03 14:45:00,18.036,352,18.023,148,19.308,4,18.917,4,18.892,8,17.994,4,18.218,0,18.614,4,19.069,4,5.289645755,490.7910322
2019-04-03 15:00:00,17.999,360,18.036,172,18.982,0,18.844,8,18.763,8,18.602,4,18.169,4,18.402,4,18.917,0,4.923833333,141.4446132
2019-04-03 15:15:00,17.971,368,18.013,200,18.744,4,18.757,4,18.634,8,17.64,0,18.014,0,18.277,0,18.806,4,3.392288732,51.14685963
2019-04-03 15:30:00,17.95,356,17.975,208,18.774,0,18.648,4,18.567,12,17.778,4,17.984,4,18.38,4,18.784,4,3.101532864,119.7102577
2019-04-03 15:45:00,17.984,360,18.028,212,19.704,4,18.833,4,18.887,8,18.068,4,18.1,4,19.076,4,19.103,0,3.969233491,478.7598379
2019-04-03 16:00:00,17.981,2020,18.018,1908,19.802,60,18.838,468,18.907,856,18.316,740,18.213,892,19.372,640,19.473,216,5.773528169,454.6723431
2019-04-03 16:15:00,19.496,2012,19.156,1904,20.784,4,19.567,188,20.051,484,20.612,572,19.967,584,20.676,364,20.378,0,6.719628431,415.304162
2019-04-03 16:30:00,20.253,1968,19.724,1916,20.812,0,19.762,40,20.096,416,20.527,456,20.266,488,20.975,192,20.598,4,7.545035784,365.2519971
2019-04-03 16:45:00,20.79,1632,20.36,1900,20.763,4,19.693,12,20.131,488,21.386,364,20.336,448,20.956,76,20.746,4,7.654918905,288.1997759
2019-04-03 17:00:00,20.944,1284,20.75,1796,20.934,4,19.771,4,20.287,352,20.471,316,20.357,356,20.869,0,20.731,0,7.46469802,249.2381897
2019-04-03 17:15:00,20.895,988,21.016,1440,20.84,0,19.838,8,20.259,284,20.219,304,20.357,300,20.871,4,20.762,4,7.371836275,202.4815511
2019-04-03 17:30:00,20.899,788,21.044,1152,20.508,4,19.747,4,20.195,316,20.522,312,20.251,364,20.431,20,20.556,0,6.5585,99.33814916
2019-04-03 17:45:00,20.758,792,21.127,948,20.434,0,19.671,4,20.136,416,20.507,304,20.283,352,20.365,128,20.65,4,5.463199038,38.57547362
2019-04-03 18:00:00,20.643,796,20.98,824,20.283,4,19.609,96,20.273,412,21.343,284,20.342,312,20.295,140,20.394,4,4.524449038,13.27164391
2019-04-03 18:15:00,20.616,780,20.972,736,20.141,0,19.649,124,20.143,568,20.82,272,20.343,288,20.235,168,20.537,0,3.933569712,5.132936249
2019-04-03 18:30:00,20.642,804,20.912,712,20.058,4,19.671,156,20.188,608,20.796,256,20.408,248,20.28,176,20.452,4,3.284993269,0.0
2019-04-03 18:45:00,20.602,876,20.826,628,20.149,0,19.74,156,20.282,644,20.584,224,20.368,200,20.302,184,20.24,0,2.386068599,0.0
2019-04-03 19:00:00,20.588,920,20.849,612,20.154,4,19.77,136,20.287,544,20.654,224,20.303,200,20.379,172,20.123,4,1.903255072,0.0
2019-04-03 19:15:00,20.694,908,20.743,632,20.126,0,19.811,132,20.573,296,20.733,236,20.29,216,20.361,192,20.125,0,1.597348792,0.0
2019-04-03 19:30:00,20.664,916,20.718,636,20.088,4,19.776,132,20.297,440,20.908,236,20.258,244,20.339,216,20.189,4,1.467899038,0.0
2019-04-03 19:45:00,20.69,900,20.815,604,20.071,0,19.773,152,20.256,496,20.911,220,20.308,252,20.345,200,20.323,0,1.309963768,0.0
2019-04-03 20:00:00,20.626,924,20.709,672,20.04,4,19.803,160,20.3,572,20.759,228,20.34,244,20.385,184,20.124,4,1.112475362,0.0
2019-04-03 20:15:00,20.671,908,20.794,644,19.989,0,19.829,164,20.385,256,20.437,220,20.329,236,20.393,160,20.28,0,0.820001449,0.0
2019-04-03 20:30:00,20.662,904,20.736,644,19.947,4,19.846,276,20.424,208,20.651,228,20.3,236,20.28,208,20.28,4,0.379053623,0.0
2019-04-03 20:45:00,20.714,880,20.78,640,19.935,0,19.874,312,20.319,204,20.754,224,20.252,232,20.362,244,20.36,0,0.041886957,0.0
2019-04-03 21:00:00,20.65,884,20.741,644,20.008,0,19.93,316,20.284,156,20.962,236,20.288,220,20.365,256,20.271,4,-0.064157005,0.0
2019-04-03 21:15:00,20.667,884,20.768,640,19.988,4,19.992,320,20.263,76,20.681,220,20.236,216,20.411,268,20.248,0,-0.104028365,0.0
2019-04-03 21:30:00,20.664,884,20.772,676,20.005,0,20.042,316,20.301,8,20.454,232,20.21,224,20.404,264,20.136,4,-0.242535749,0.0
2019-04-03 21:45:00,20.681,856,20.814,676,20.008,4,20.005,396,20.187,8,20.603,248,20.219,240,20.546,256,20.111,0,-0.306503365,0.0
2019-04-03 22:00:00,20.712,0,20.807,0,19.966,0,20.013,12,20.104,8,20.253,8,20.197,8,20.477,4,20.088,4,-0.4167657,0.0
2019-04-03 22:15:00,19.738,4,20.107,0,19.753,4,19.8,4,19.93,8,19.957,0,19.78,0,20.051,0,19.947,0,-0.696916981,0.0
2019-04-03 22:30:00,19.347,0,19.739,0,19.616,0,19.658,0,19.897,8,19.196,4,19.562,4,19.747,4,19.857,4,-0.944914218,0.0
2019-04-03 22:45:00,19.08,0,19.513,4,19.54,4,19.572,4,19.823,8,19.251,0,19.423,0,19.588,0,19.745,0,-1.136022275,0.0
2019-04-03 23:00:00,18.867,0,19.261,0,19.32,0,19.406,4,19.586,8,19.071,4,19.278,4,19.416,4,19.593,4,-1.292400943,0.0
2019-04-03 23:15:00,18.638,0,19.036,0,19.229,4,19.275,4,19.556,8,19.176,0,19.134,0,19.277,0,19.609,0,-1.369191943,0.0
2019-04-03 23:30:00,18.468,0,18.899,4,19.123,0,19.15,4,19.467,8,18.671,4,19.027,4,19.121,4,19.515,4,-1.637114692,0.0
2019-04-03 23:45:00,18.336,0,18.784,0,19.083,4,19.032,4,19.479,8,18.576,0,18.908,0,19.041,0,19.331,0,-1.701614623,0.0
2019-04-04 00:00:00,18.179,0,18.602,0,18.911,0,18.975,4,19.314,8,18.33,4,18.795,0,18.891,4,19.307,4,-1.863590047,0.0
2019-04-04 00:15:00,18.012,4,18.425,0,18.804,0,18.876,4,19.161,8,18.732,0,18.683,4,18.76,0,19.173,0,-1.990735849,0.0
2019-04-04 00:30:00,17.888,0,18.299,4,18.651,4,18.729,0,19.052,8,18.594,4,18.535,0,18.67,4,19.046,4,-2.059357346,0.0
2019-04-04 00:45:00,17.766,0,18.196,0,18.551,0,18.59,4,18.993,8,18.518,0,18.474,4,18.587,0,18.968,0,-2.03549717,0.0
2019-04-04 01:00:00,17.648,0,18.044,0,18.575,4,18.543,4,18.981,12,18.391,4,18.361,0,18.459,4,18.875,4,-2.320569668,0.0
2019-04-04 01:15:00,17.548,0,17.939,4,18.375,0,18.422,4,18.789,8,17.786,0,18.275,4,18.386,0,18.821,0,-2.490669668,0.0
2019-04-04 01:30:00,17.444,0,17.857,0,18.295,4,18.351,4,18.698,8,17.873,4,18.137,0,18.252,4,18.683,4,-2.639617925,0.0
2019-04-04 01:45:00,17.354,0,17.738,0,18.129,0,18.237,4,18.594,8,17.926,0,18.061,4,18.162,0,18.58,0,-2.78074455,0.0
2019-04-04 02:00:00,17.236,80,17.718,0,18.036,4,18.036,4,18.445,8,17.865,4,17.946,0,18.015,4,18.475,4,-2.920391981,0.0
2019-04-04 02:15:00,17.254,176,17.599,4,17.893,0,17.964,4,18.4,8,17.672,4,17.857,0,17.953,0,18.432,0,-3.131712796,0.0
2019-04-04 02:30:00,17.362,280,17.563,0,17.792,4,17.814,4,18.348,8,17.591,0,17.709,4,17.852,4,18.287,4,-3.293146226,0.0
2019-04-04 02:45:00,17.35,396,17.524,0,17.772,0,17.806,4,18.313,8,17.526,4,17.668,0,17.747,0,18.195,0,-3.380750711,0.0
2019-04-04 03:00:00,17.431,476,17.497,4,17.72,4,17.732,4,18.229,12,17.306,0,17.527,4,17.633,0,18.093,4,-3.480379147,0.0
2019-04-04 03:15:00,17.5,520,17.465,0,17.515,0,17.616,4,18.054,8,17.389,4,17.413,0,17.522,4,17.989,0,-3.534266509,0.0
2019-04-04 03:30:00,17.593,520,17.47,32,17.389,0,17.542,4,17.931,8,17.207,0,17.302,16,17.423,76,17.866,4,-3.758788626,0.0
2019-04-04 03:45:00,17.565,512,17.432,76,17.3,4,17.398,80,17.816,8,17.118,4,17.201,196,17.433,140,17.789,0,-4.003390521,0.0
2019-04-04 04:00:00,17.583,500,17.46,108,17.341,0,17.361,72,17.885,8,17.056,68,17.322,216,17.433,172,17.718,4,-4.117701429,0.0
2019-04-04 04:15:00,17.587,508,17.456,152,17.278,4,17.314,124,17.757,8,17.141,108,17.37,224,17.402,172,17.768,0,-4.220081429,0.0
2019-04-04 04:30:00,17.594,504,17.53,156,17.207,0,17.231,172,17.703,8,17.343,132,17.291,228,17.416,180,17.662,4,-4.391332857,0.0
2019-04-04 04:45:00,17.611,500,17.537,180,17.226,4,17.226,244,17.587,12,17.306,168,17.325,228,17.416,184,17.584,0,-4.706047143,0.0
2019-04-04 05:00:00,17.623,500,17.574,192,17.202,0,17.236,300,17.544,8,17.331,192,17.309,228,17.442,188,17.602,4,-4.881027143,0.0
2019-04-04 05:15:00,17.613,504,17.593,236,17.189,4,17.243,248,17.63,8,17.331,200,17.287,236,17.466,184,17.555,0,-4.996472249,0.0
2019-04-04 05:30:00,17.649,1992,17.61,1884,17.176,1384,17.272,1184,17.528,1628,17.397,964,17.293,1180,17.419,1196,17.554,1080,-5.209978571,0.0
2019-04-04 05:45:00,18.897,2016,18.678,1904,20.296,936,18.8,824,19.546,1236,20.574,852,19.981,1052,20.045,848,19.725,604,-5.742883981,3.831163507
2019-04-04 06:00:00,19.665,1996,19.434,1892,20.688,760,19.143,668,19.871,1200,20.978,660,20.331,876,20.233,728,19.884,472,-6.016297059,22.49174649
2019-04-04 06:15:00,20.17,2012,20.005,1900,20.635,640,19.396,548,20.244,1112,21.091,540,20.604,740,20.454,628,20.063,376,-6.020454187,41.7325345
2019-04-04 06:30:00,20.644,8,20.435,12,20.594,12,19.568,16,20.233,24,21.013,8,20.597,16,20.556,4,20.13,8,-5.873365196,65.42485473
2019-04-04 06:45:00,19.072,0,19.389,0,19.146,4,19.038,4,19.23,8,19.178,4,19.205,0,19.439,4,19.402,4,-5.75990939,87.13708769
2019-04-04 07:00:00,18.5,0,18.936,4,18.578,0,18.745,4,18.888,8,18.551,4,18.748,4,18.979,4,19.127,4,-5.558567606,101.2055428
2019-04-04 07:15:00,18.176,0,18.616,0,18.434,4,18.616,4,18.655,8,18.292,0,18.469,0,18.69,0,18.875,0,-5.416056542,101.2166883
2019-04-04 07:30:00,17.929,4,18.384,0,18.313,4,18.51,4,18.465,8,18.094,4,18.308,4,18.455,4,18.728,4,-5.340734434,176.2450994
2019-04-04 07:45:00,17.794,128,18.227,0,18.392,0,18.431,4,18.517,12,17.98,4,18.179,0,18.317,0,18.614,4,-5.084928638,348.5300122
2019-04-04 08:00:00,17.836,236,18.077,4,18.343,4,18.4,8,18.375,8,17.808,0,18.044,4,18.209,4,18.512,0,-4.657225943,318.2440995
2019-04-04 08:15:00,17.846,388,18.06,48,18.318,0,18.409,4,18.303,8,17.765,4,17.957,0,18.131,4,18.417,4,-4.381811374,387.7479691
2019-04-04 08:30:00,17.894,496,18.027,84,18.253,4,18.33,4,18.33,8,17.684,16,17.866,4,18.024,84,18.361,4,-4.265177251,409.057943
2019-04-04 08:45:00,17.996,580,18.011,188,18.412,4,18.368,4,18.233,8,17.415,120,17.762,68,18.042,100,18.271,0,-4.042959524,478.7731901
2019-04-04 09:00:00,18.028,608,18.031,248,18.666,0,18.363,4,18.388,8,17.631,184,17.823,88,18.056,164,18.288,4,-3.764080861,509.961557
2019-04-04 09:15:00,18.124,588,18.058,256,18.74,4,18.455,8,18.278,8,17.935,168,17.817,72,18.078,156,18.373,0,-3.520603349,643.3153624
2019-04-04 09:30:00,18.206,520,18.135,252,18.75,0,18.523,4,18.297,8,17.92,168,17.834,84,18.139,152,18.249,4,-3.019621053,649.7976521
2019-04-04 09:45:00,18.262,416,18.178,236,18.845,4,18.57,4,18.311,8,17.95,156,17.797,76,18.176,148,18.269,4,-2.822964593,662.4682608
2019-04-04 10:00:00,18.198,332,18.156,216,18.682,4,18.552,4,18.338,12,17.933,136,17.82,60,18.128,136,18.327,0,-2.840175,727.0807874
2019-04-04 10:15:00,18.173,244,18.137,220,18.861,0,18.615,4,18.445,8,18.033,88,17.804,80,18.195,120,18.279,4,-2.061002392,736.0371713
2019-04-04 10:30:00,18.107,180,18.166,224,18.766,4,18.533,8,18.378,8,17.826,100,17.809,40,18.215,112,18.328,4,-1.718465072,744.8448179
2019-04-04 10:45:00,18.041,148,18.159,244,18.665,0,18.49,4,18.326,8,17.924,92,17.821,28,18.141,88,18.343,0,-1.649183333,648.4136749
2019-04-04 11:00:00,18.011,76,18.092,260,18.784,4,18.487,4,18.305,8,17.964,80,17.846,4,18.276,8,18.471,4,-1.330902392,798.9531054
2019-04-04 11:15:00,17.892,124,18.178,244,18.898,4,18.361,4,18.356,8,17.862,40,17.675,0,18.26,4,18.501,4,-1.239550476,831.5152412
2019-04-04 11:30:00,17.893,120,18.134,264,19.07,0,18.423,4,18.516,8,17.834,12,17.782,4,18.245,4,18.452,0,-0.785490952,772.9921286
2019-04-04 11:45:00,17.825,140,18.137,248,19.096,4,18.4,4,18.415,12,17.769,4,17.779,0,18.318,0,18.665,4,-0.617832857,804.0835755
2019-04-04 12:00:00,17.867,168,18.14,232,19.238,0,18.459,8,18.468,8,17.794,0,17.811,4,18.476,4,18.881,4,-0.051077033,874.285269
2019-04-04 12:15:00,17.881,208,18.135,228,19.273,4,18.427,4,18.474,8,17.747,4,17.784,4,18.584,0,18.963,0,-0.352775238,730.9582381
2019-04-04 12:30:00,17.884,264,18.152,184,19.413,4,18.491,4,18.488,8,17.866,4,17.834,0,18.722,4,19.15,4,-0.058952404,858.2130676
2019-04-04 12:45:00,17.925,324,18.154,156,19.59,0,18.621,4,18.621,8,18.016,0,17.937,4,18.944,4,19.512,4,0.509669231,853.7266478
2019-04-04 13:00:00,17.932,412,18.097,68,19.694,4,18.683,4,18.653,8,18.151,4,18.008,0,19.184,0,19.725,0,0.650868269,823.4096281
2019-04-04 13:15:00,17.993,528,18.101,52,19.871,0,18.759,4,18.685,8,18.169,4,18.078,4,19.385,4,20.044,4,0.856999034,808.151528
2019-04-04 13:30:00,18.083,576,18.108,4,19.859,4,18.808,8,18.756,8,18.201,0,18.12,4,19.463,4,19.973,0,0.927055072,760.5656778
2019-04-04 13:45:00,18.135,572,18.036,0,19.954,0,18.843,4,18.769,12,18.29,4,18.191,0,19.668,0,20.123,4,0.758778744,775.714465
2019-04-04 14:00:00,18.15,560,18.031,0,20.244,4,18.933,4,18.933,8,18.386,4,18.275,4,20.091,4,20.462,4,1.123783092,760.9405333
2019-04-04 14:15:00,18.177,560,18.024,4,20.334,4,19.028,4,18.935,8,18.535,0,18.38,0,20.41,4,20.518,0,1.006971845,703.7359219
2019-04-04 14:30:00,18.15,544,17.992,0,20.338,0,19.024,4,18.99,8,18.556,4,18.465,4,20.322,0,20.6,4,0.894542029,580.5972662
2019-04-04 14:45:00,18.125,540,17.995,0,20.511,4,19.138,8,19.062,8,18.607,4,18.545,0,20.454,4,20.7,4,0.643244231,613.6615303
2019-04-04 15:00:00,18.177,536,18.012,0,20.511,0,19.111,4,19.106,8,18.688,0,18.614,4,20.474,0,20.634,0,1.135768116,515.77858
2019-04-04 15:15:00,18.167,524,18.007,4,20.604,4,19.207,4,19.217,8,18.815,4,18.717,4,20.515,4,20.628,4,0.741298077,530.7107575
